,gameId,playId,playDescription,quarter,possessionTeam,kickerId,returnerId,yardlineSide,yardlineNumber,gameClock,penaltyCodes,penaltyJerseyNumbers,penaltyYards,preSnapHomeScore,preSnapVisitorScore,kickLength,kickReturnYardage,absoluteYardlineNumber,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,specialTeamsSafeties
6679,2020111510,877,M.Wishnowsky kicks 65 yards from SF 35 to NO 0. D.Harris to SF 25 for 75 yards (J.Mayden).,2,SF,47893.0,48415,SF,35,14:56:00,NP,NP,0,0,10,65.0,75.0,75,4.28,D,C,C,R,R,SF 88,Solo,SF 43,8-0-2,SF 20; SF 33
6681,2020111510,1403,W.Lutz kicks 65 yards from NO 35 to SF 0. J.McKinnon to SF 14 for 14 yards (Z.Baun).,2,NO,43689.0,41325,NO,35,06:48:00,NP,NP,0,10,10,65.0,14.0,45,4.06,D,C,C,L,L,returner_tackled,Solo,NO 53,8-0-2,NO 22; NO 26
6683,2020111510,2194,"M.Wishnowsky kicks 64 yards from SF 35 to NO 1. D.Harris to NO 22 for 21 yards (D.Johnson). INJURY UPDATES: New Orleans #10, T.Smith, concussion protocol, OUT.  New Orleans #90, M.Brown, calf, QUESTIONABLE to return.",3,SF,47893.0,48415,SF,35,15:00:00,NP,NP,0,17,10,64.0,21.0,45,4.27,D,C,C,L,C,SF 43,SF 27,SF 59,8-0-2,SF 20; SF 33
6693,2020111511,2066,J.Bailey kicks 62 yards from NE 35 to BAL 3. D.Duvernay to BAL 27 for 24 yards (J.Williams).,3,NE,47946.0,52500,NE,35,13:17:00,NP,NP,0,20,10,62.0,24.0,45,4.03,D,L,L,R,R,returner_tackled,Solo,NE 33,8-0-2,NE 21; NE 31
6697,2020111512,179,"J.Sanders kicks 64 yards from MIA 35 to LAC 1. J.Reed to LAC 14 for 13 yards (J.Perry). PENALTY on LAC-A.Gilman, Illegal Block Above the Waist, 7 yards, enforced at LAC 14.",1,MIA,46298.0,52559,MIA,35,12:54:00,IBW,LAC 32,7,7,0,64.0,13.0,75,4.12,D,R,R,L,L,NT,NT,NT,8-0-2,MIA 29; MIA 33
6700,2020111512,1944,J.Sanders kicks 74 yards from MIA 35 to LAC -9. J.Reed to LAC 13 for 22 yards (K.Frazier).,2,MIA,46298.0,52559,MIA,35,00:24:00,NP,NP,0,17,7,74.0,22.0,45,4.27,D,C,C,C,C,MIA 23,Solo,MIA 35,8-0-2,MIA 33; MIA 51
6703,2020111512,2619,J.Sanders kicks 61 yards from MIA 35 to LAC 4. J.Reed to LAC 18 for 14 yards (P.Laird).,3,MIA,46298.0,52559,MIA,35,02:30:00,NP,NP,0,20,14,61.0,14.0,45,4.16,D,C,C,C,C,returner_tackled,Solo,MIA 32,8-0-2,MIA 29; MIA 33
6705,2020111512,3471,J.Sanders kicks 65 yards from MIA 35 to LAC 0. J.Reed to LAC 31 for 31 yards (J.Perry; C.Fejedelem).,4,MIA,46298.0,52559,MIA,35,03:59:00,NP,NP,0,29,14,65.0,31.0,75,4.16,D,C,C,C,R,MIA 23; MIA 51,Solo,MIA 33,8-0-2,MIA 29; MIA 33
6711,2020111600,1853,"D.Bailey kicks 69 yards from MIN 35 to CHI -4. C.Patterson for 104 yards, TOUCHDOWN.",3,MIN,38134.0,39975,MIN,35,15:00:00,NP,NP,0,6,7,69.0,104.0,75,3.9,D,C,C,R,R,NT,NT,NT,8-0-2,MIN 37; MIN 44
6714,2020111600,2785,D.Bailey kicks 43 yards from MIN 35 to CHI 22. D.Harris to CHI 29 for 7 yards (D.Chisena).,3,MIN,38134.0,40615,MIN,35,01:52:00,NP,NP,0,13,13,43.0,7.0,75,0.0,Q,C,C,C,L,returner_tackled,Solo,MIN 85,8-0-2,MIN 37; MIN 44
6717,2020111900,374,J.Myers kicks 64 yards from SEA 35 to ARI 1. C.Edmonds to ARI 25 for 24 yards (N.Bellore).,1,SEA,41175.0,46203,SEA,35,08:45:00,NP,NP,0,7,0,64.0,24.0,45,4.09,D,L,L,C,C,returner_tackled,Solo,SEA 44,8-0-2,SEA 34; SEA 36
6719,2020111900,1429,J.Myers kicks 66 yards from SEA 35 to ARI -1. C.Edmonds to ARI 24 for 25 yards (C.Barton).,2,SEA,41175.0,46203,SEA,35,08:27:00,NP,NP,0,13,7,66.0,25.0,75,3.97,D,C,C,C,C,returner_tackled,Solo,SEA 57,8-0-2,SEA 34; SEA 36
6720,2020111900,2237,J.Myers kicks 66 yards from SEA 35 to ARI -1. C.Edmonds to ARI 19 for 20 yards (R.Neal; N.Bellore).,3,SEA,41175.0,46203,SEA,35,15:00:00,NP,NP,0,16,7,66.0,20.0,75,3.88,D,L,L,C,C,returner_tackled,SEA 44,SEA 35,8-0-2,SEA 34; SEA 36
6721,2020111900,2654,Z.Gonzalez kicks 62 yards from ARI 35 to SEA 3. D.Reed to SEA 28 for 25 yards (T.Vallejo).,3,ARI,45037.0,46211,ARI,35,10:07:00,NP,NP,0,16,14,62.0,25.0,45,3.92,D,C,C,C,C,returner_tackled,Solo,ARI 51,8-0-2,ARI 22; ARI 48
6722,2020111900,2920,J.Myers kicks 66 yards from SEA 35 to ARI -1. C.Edmonds to ARI 10 for 11 yards (R.Neal).,3,SEA,41175.0,46203,SEA,35,05:20:00,NP,NP,0,23,14,66.0,11.0,75,3.94,D,C,C,C,C,returner_tackled,Solo,SEA 35,8-0-2,SEA 34; SEA 36
6724,2020111900,3664,A.Lee kicks 60 yards from ARI 20 to SEA 20. D.Reed to SEA 40 for 20 yards (J.Ward).,4,ARI,29141.0,46211,ARI,20,09:12:00,NP,NP,0,25,21,60.0,20.0,90,4.38,K,C,C,C,C,returner_tackled,Solo,ARI 38,8-0-2,ARI 31; ARI 48
6725,2020111900,4013,J.Myers kicks 64 yards from SEA 35 to ARI 1. C.Edmonds to ARI 21 for 20 yards (B.Burr-Kirven).,4,SEA,41175.0,46203,SEA,35,02:19:00,NP,NP,0,28,21,64.0,20.0,45,4.03,D,L,L,C,R,returner_tackled,Solo,SEA 55,8-0-2,SEA 34; SEA 36
6726,2020112200,41,S.Gostkowski kicks 66 yards from TEN 35 to BAL -1. D.Duvernay to BAL 36 for 37 yards (C.Jackson).,1,TEN,30932.0,52500,TEN,35,15:00:00,NP,NP,0,0,0,66.0,37.0,45,3.66,D,L,L,R,R,returner_tackled,Solo,TEN 35,8-0-2,TEN 33; TEN 35; TEN 46
6728,2020112200,771,J.Tucker kicks 63 yards from BAL 35 to TEN 2. C.Batson to TEN 16 for 14 yards (J.Hill).,1,BAL,39470.0,46836,BAL,35,01:50:00,NP,NP,0,3,7,63.0,14.0,75,4.08,D,C,C,C,C,returner_tackled,Solo,BAL 43,8-0-2,BAL 29; BAL 36
6729,2020112200,1085,J.Tucker kicks 63 yards from BAL 35 to TEN 2. C.Batson to TEN 16 for 14 yards (J.Hill).,2,BAL,39470.0,46836,BAL,35,11:05:00,NP,NP,0,6,7,63.0,14.0,45,4.18,D,L,L,C,R,returner_tackled,Solo,BAL 43,8-0-2,BAL 29; BAL 58
6730,2020112200,1497,J.Tucker kicks 59 yards from BAL 35 to TEN 6. C.Batson to TEN 25 for 19 yards (L.Fort).,2,BAL,39470.0,46836,BAL,35,05:17:00,NP,NP,0,14,7,59.0,19.0,45,4.3,D,L,L,R,R,returner_tackled,Solo,BAL 58,8-0-2,BAL 29; BAL 32
6734,2020112200,2627,S.Gostkowski kicks 65 yards from TEN 35 to BAL 0. D.Duvernay to BAL 17 for 17 yards (D.Bates).,3,TEN,30932.0,52500,TEN,35,05:33:00,NP,NP,0,21,13,65.0,17.0,45,3.77,D,L,L,C,C,returner_tackled,Solo,TEN 56,8-0-2,TEN 33; TEN 35; TEN 46
6748,2020112202,2197,J.Elliott kicks 67 yards from PHI 35 to CLE -2. D.Johnson to CLE 25 for 27 yards (A.Singleton; D.Riley).,3,PHI,44966.0,47605,PHI,35,11:53:00,NP,NP,0,7,7,67.0,27.0,45,3.75,D,C,C,C,C,returner_tackled,PHI 50,PHI 49,8-0-2,PHI 28; PHI 31
6750,2020112202,2718,C.Johnston kicks 58 yards from PHI 20 to CLE 22. D.Peoples-Jones to PHI 48 for 30 yards (D.Riley).,3,PHI,45603.0,52595,PHI,20,03:11:00,NP,NP,0,12,7,58.0,30.0,30,3.88,K,C,C,L,C,PHI 28; PHI 52,Solo,PHI 50,8-0-1,PHI 28; PHI 31
6751,2020112202,3166,J.Elliott kicks 57 yards from PHI 35 to CLE 8. D.Johnson to CLE 21 for 13 yards (D.Riley).,4,PHI,44966.0,47605,PHI,35,11:24:00,NP,NP,0,12,10,57.0,13.0,75,4.08,D,C,C,R,C,returner_tackled,Solo,PHI 50,8-0-2,PHI 28; PHI 31
6752,2020112202,3301,C.Parkey kicks 65 yards from CLE 35 to PHI 0. B.Scott ran ob at PHI 25 for 25 yards (K.Joseph).,4,CLE,41688.0,46270,CLE,35,09:13:00,NP,NP,0,19,10,65.0,25.0,45,3.61,D,L,L,R,R,returner_tackled,Solo,CLE 42,8-0-2,CLE 29; CLE 42
6756,2020112203,450,J.Bailey kicks 60 yards from NE 35 to HOU 5. C.Prosise to HOU 27 for 22 yards (M.Slater; J.Jones).,1,NE,47946.0,43379,NE,35,06:52:00,NP,NP,0,0,7,60.0,22.0,45,4.11,D,R,R,L,L,NE 33,Solo,NE 31,8-0-2,NE 25; NE 50
6766,2020112204,39,R.Sanchez kicks 60 yards from IND 35 to GB 5. D.Shepherd to GB 21 for 16 yards (Z.Franklin; G.Odum).,1,IND,45153.0,48304,IND,35,15:00:00,NP,NP,0,0,0,60.0,16.0,45,4.22,D,C,C,R,R,returner_tackled,IND 44,IND 30,8-0-2,IND 26; IND 31
6768,2020112204,597,R.Sanchez kicks 61 yards from IND 35 to GB 4. D.Shepherd pushed ob at GB 34 for 30 yards (T.Wilson).,1,IND,45153.0,48304,IND,35,05:45:00,NP,NP,0,7,7,61.0,30.0,45,4.15,D,C,C,R,R,returner_tackled,Solo,IND 31,8-0-2,IND 26; IND 31
6772,2020112204,2052,M.Crosby kicks 70 yards from GB 35 to IND -5. T.Smith to IND 28 for 33 yards (R.Ramsey).,2,GB,32386.0,46265,GB,35,00:16:00,NP,NP,0,14,28,70.0,33.0,45,3.81,D,C,C,R,R,GB 57,Solo,GB 56,8-0-2,GB 36; GB 39
6774,2020112204,2435,R.Sanchez kicks 66 yards from IND 35 to GB -1. D.Shepherd to GB 14 for 15 yards (T.Smith).,3,IND,45153.0,48304,IND,35,07:43:00,NP,NP,0,17,28,66.0,15.0,45,4.21,D,C,C,L,L,returner_tackled,Solo,IND 35,8-0-2,IND 26; IND 31
6775,2020112204,2857,"R.Sanchez kicks 58 yards from IND 40 to GB 2. D.Shepherd to GB 22 for 20 yards (G.Odum, J.Glasgow).",3,IND,45153.0,48304,IND,40,01:59:00,NP,NP,0,25,28,58.0,20.0,50,4.13,D,L,L,R,R,returner_tackled,IND 59,IND 30,8-0-2,IND 26; IND 31
6776,2020112204,3191,"R.Sanchez kicks 62 yards from IND 35 to GB 3. D.Shepherd to GB 25 for 22 yards (C.Marsh). FUMBLES (C.Marsh), RECOVERED by IND-T.Wilson at GB 28.",4,IND,45153.0,48304,IND,35,11:12:00,NP,NP,0,28,28,62.0,22.0,75,4.18,D,C,C,R,R,returner_tackled,IND 35,IND 55,8-0-2,IND 26; IND 31
6777,2020112204,4397,M.Crosby kicks 54 yards from GB 35 to IND 11. T.Smith to IND 21 for 10 yards.,4,GB,32386.0,46265,GB,35,00:03:00,NP,NP,0,31,31,54.0,10.0,45,0.0,Q,C,C,C,C,NT,NT,NT,8-0-2,GB 36; GB 39
6778,2020112204,4438,"R.Sanchez kicks 57 yards from IND 35 to GB 8. D.Shepherd to GB 22 for 14 yards (E.Speed, G.Odum).",5,IND,45153.0,48304,IND,35,10:00:00,NP,NP,0,31,31,57.0,14.0,75,4.04,P,R,R,L,L,returner_tackled,IND 30,IND 45,8-0-2,IND 26; IND 31
6788,2020112206,241,Y.Koo kicks 62 yards from ATL 35 to NO 3. D.Harris to NO 24 for 21 yards (S.Neasman).,1,ATL,45576.0,48415,ATL,35,11:21:00,NP,NP,0,0,3,62.0,21.0,45,3.92,D,R,R,L,L,returner_tackled,Solo,ATL 41,8-0-2,ATL 33; ATL 41
6791,2020112206,1660,Y.Koo kicks 65 yards from ATL 35 to NO 0. D.Harris to NO 20 for 20 yards (S.Neasman).,2,ATL,45576.0,48415,ATL,35,04:31:00,NP,NP,0,3,9,65.0,20.0,75,3.91,D,R,R,C,C,returner_tackled,Solo,ATL 41,8-0-2,ATL 13; ATL 33
6793,2020112206,2301,Y.Koo kicks 65 yards from ATL 35 to NO 0. M.Callaway to NO 20 for 20 yards (B.Wreh-Wilson).,3,ATL,45576.0,53098,ATL,35,15:00:00,NP,NP,0,10,9,65.0,20.0,45,3.79,D,R,R,C,C,returner_tackled,Solo,ATL 33,8-0-2,ATL 33; ATL 41
6795,2020112206,3283,W.Lutz kicks 66 yards from NO 35 to ATL -1. B.Powell to ATL 17 for 18 yards (J.Gray).,4,NO,43689.0,46830,NO,35,12:41:00,NP,NP,0,24,9,66.0,18.0,45,4.06,D,C,C,C,C,returner_tackled,Solo,NO 48,8-0-2,NO 22; NO 26
6806,2020112210,215,"D.Carlson kicks 61 yards from LV 35 to KC 4. B.Pringle to KC 25 for 21 yards (E.Harris; D.Carrier). PENALTY on KC-W.Gay, Offensive Holding, 10 yards, enforced at KC 25.",1,LV,46236.0,46522,LV,35,11:25:00,OH,KC 50,10,7,0,61.0,21.0,75,4.18,D,C,C,C,C,returner_tackled,Solo,LV 25,8-0-2,LV 24; LV 26
6808,2020112210,840,D.Carlson kicks 67 yards from LV 35 to KC -2. B.Pringle to KC 27 for 29 yards (J.White).,2,LV,46236.0,46522,LV,35,15:00:00,NP,NP,0,14,7,67.0,29.0,45,4.09,D,C,C,R,R,returner_tackled,Solo,LV 53,8-0-2,LV 24; LV 25
6811,2020112210,2116,"D.Carlson kicks 68 yards from LV 35 to KC -3. B.Pringle to KC 24 for 27 yards (J.Abram; N.Lawson). PENALTY on KC-A.Sherman, Illegal Double-Team Block, 7 yards, enforced at KC 14.",3,LV,46236.0,46522,LV,35,15:00:00,IDT,KC 42,7,17,14,68.0,17.0,45,4.17,D,C,C,L,L,NT,NT,NT,8-0-2,LV 24; LV 25
6821,2020112211,1708,"J.Sanders kicks 66 yards from MIA 35 to DEN -1. D.Spencer to DEN 25 for 26 yards (C.Fejedelem). PENALTY on DEN-M.Ojemudia, Illegal Blindside Block, 10 yards, enforced at DEN 21.",2,MIA,46298.0,42051,MIA,35,02:34:00,IBB,DEN 23,10,10,10,66.0,22.0,45,4.12,D,C,C,C,C,NT,NT,NT,8-0-2,MIA 29; MIA 33; MIA 86
6828,2020112212,1056,T.Long kicks 68 yards from LAC 35 to NYJ -3. B.Berrios to NYJ 14 for 17 yards (G.Nabers; J.Reed).,2,LAC,42663.0,46279,LAC,35,14:17:00,NP,NP,0,14,6,68.0,17.0,75,4.0,D,C,C,C,C,returner_tackled,LAC 12,LAC 40,8-0-2,LAC 15; LAC 59
6830,2020112212,2346,T.Long kicks 67 yards from LAC 35 to NYJ -2. B.Berrios to NYJ 26 for 28 yards (J.Guyton).,3,LAC,42663.0,46279,LAC,35,15:00:00,NP,NP,0,24,6,67.0,28.0,45,3.89,D,C,C,L,L,returner_tackled,Solo,LAC 15,8-0-2,LAC 15; LAC 82
6835,2020112212,4064,"B.Mann kicks 58 yards from NYJ 35 to LAC 7. J.Reed to LAC 24 for 17 yards (M.Farley, B.Hager).",4,NYJ,52599.0,52559,NYJ,35,04:00:00,NP,NP,0,34,26,58.0,17.0,45,3.81,P,C,C,C,C,returner_tackled,NYJ 58,NYJ 41,8-0-2,NYJ 37; NYJ 38
6836,2020112212,4613,T.Long kicks 54 yards from LAC 20 to NYJ 26. B.Berrios to NYJ 41 for 15 yards (B.Bello).,4,LAC,42663.0,46279,LAC,20,00:01:00,NP,NP,0,34,28,54.0,15.0,90,3.29,K,C,C,C,C,returner_tackled,Solo,LAC 58,8-0-2,LAC 15; LAC 32
6846,2020112300,4105,M.Gay kicks 70 yards from LA 35 to TB -5. K.Barner to TB 19 for 24 yards (X.Jones).,4,LA,47928.0,40130,LA,35,02:36:00,NP,NP,0,24,27,70.0,24.0,45,3.95,D,C,C,C,C,returner_tackled,Solo,LA 35,8-0-2,LA 14; LA 25
6847,2020112600,43,J.Fox kicks 67 yards from DET 35 to HOU -2. C.Prosise to HOU 22 for 24 yards (C.Moore).,1,DET,48258.0,43379,DET,35,15:00:00,NP,NP,0,0,0,67.0,24.0,75,4.1,D,L,L,C,C,returner_tackled,DET 44,DET 49,8-0-2,DET 21; DET 39
6849,2020112600,689,K.Fairbairn kicks 65 yards from HOU 35 to DET 0. J.Agnew to DET 23 for 23 yards (N.Hall; P.Kalambayi).,1,HOU,43846.0,44978,HOU,35,04:38:00,NP,NP,0,7,6,65.0,23.0,45,4.14,D,R,R,C,L,returner_tackled,HOU 48,HOU 58,8-0-2,HOU 32; HOU 34
6850,2020112600,867,K.Fairbairn kicks 66 yards from HOU 35 to DET -1. J.Agnew to DET 22 for 23 yards (K.Crossen).,1,HOU,43846.0,44978,HOU,35,02:58:00,NP,NP,0,7,13,66.0,23.0,45,4.27,D,R,C,C,C,returner_tackled,HOU 38,HOU 35,8-0-2,HOU 32; HOU 34
6854,2020112600,2273,K.Fairbairn kicks 60 yards from HOU 35 to DET 5. J.Agnew to DET 21 for 16 yards (J.Greenard).,3,HOU,43846.0,44978,HOU,35,15:00:00,NP,NP,0,14,23,60.0,16.0,45,4.39,D,R,R,R,R,returner_tackled,Solo,HOU 52,8-0-2,HOU 32; HOU 34
6856,2020112600,2892,K.Fairbairn kicks 65 yards from HOU 35 to DET 0. J.Agnew to DET 28 for 28 yards (K.Crossen).,3,HOU,43846.0,44978,HOU,35,03:10:00,NP,NP,0,17,26,65.0,28.0,45,4.32,D,C,C,C,C,returner_tackled,Solo,HOU 35,8-0-2,HOU 32; HOU 34
6859,2020112600,3825,M.Prater kicks 47 yards from DET 35 to HOU 18. K.Coutee to HOU 28 for 10 yards (C.Moore).,4,DET,31446.0,46172,DET,35,06:32:00,NP,NP,0,25,41,47.0,10.0,45,0.0,Q,R,R,L,L,NT,NT,NT,8-0-2,DET 25; DET 27
6862,2020112601,1001,G.Zuerlein kicks 55 yards from DAL 35 to WAS 10. D.Johnson to WAS 28 for 18 yards (D.Wilson).,2,DAL,38701.0,46329,DAL,35,14:08:00,NP,NP,0,10,7,55.0,18.0,45,3.68,P,C,C,R,R,returner_tackled,Solo,DAL 37,8-0-2,DAL 23; DAL 37
6868,2020112601,2886,G.Zuerlein kicks 59 yards from DAL 35 to WAS 6. D.Johnson ran ob at WAS 29 for 23 yards (D.Wilson).,3,DAL,38701.0,46329,DAL,35,02:32:00,NP,NP,0,16,20,59.0,23.0,45,4.02,D,C,C,R,R,returner_tackled,Solo,DAL 37,8-0-2,DAL 23; DAL 37
6873,2020112900,474,Y.Koo kicks 60 yards from ATL 35 to LV 5. H.Ruggs to LV 26 for 21 yards (K.Smith).,1,ATL,45576.0,52420,ATL,35,08:26:00,NP,NP,0,3,0,60.0,21.0,45,4.05,D,R,R,L,L,ATL 91,Solo,ATL 40,8-0-2,ATL 33; ATL 41
6880,2020112900,3162,"D.Carlson kicks 57 yards from LV 35 to ATL 8. B.Powell ran ob at ATL 30 for 22 yards (K.Wilber). PENALTY on ATL-K.Smith, Illegal Double-Team Block, 12 yards, enforced at ATL 24.",3,LV,46236.0,46830,LV,35,06:39:00,IDT,ATL 40,12,23,6,57.0,16.0,45,4.29,D,L,L,R,R,LV 24,NT,NT,8-0-2,LV 24; LV 25
6881,2020112900,3576,"S.Hofrichter kicks 63 yards from ATL 35 to LV 2. H.Ruggs to LV 35 for 33 yards (E.Robinson). PENALTY on LV-K.Wilber, Offensive Holding, 10 yards, enforced at LV 20.",3,ATL,52636.0,52420,ATL,35,02:00:00,OH,LV 58,10,30,6,63.0,18.0,75,4.07,D,C,C,C,C,NT,NT,NT,8-0-2,ATL 33; ATL 41
6886,2020112901,329,"T.Bass kicks 54 yards from BUF 35 to LAC 11. J.Reed to LAC 21 for 10 yards (D.Marlowe, T.Jones).",1,BUF,52596.0,52559,BUF,35,12:26:00,NP,NP,0,7,0,54.0,10.0,45,4.0,P,R,R,C,C,returner_tackled,BUF 25,BUF 31,8-0-2,BUF 21; BUF 24
6887,2020112901,688,T.Long kicks 55 yards from LAC 35 to BUF 10. A.Roberts to BUF 30 for 20 yards (B.Bello).,1,LAC,42663.0,35527,LAC,35,06:31:00,NP,NP,0,7,6,55.0,20.0,75,3.73,D,C,C,R,R,returner_tackled,Solo,LAC 58,8-0-2,LAC 28; LAC 32
6888,2020112901,1417,"T.Bass kicks 57 yards from BUF 35 to LAC 8. J.Reed to LAC 31 for 23 yards (J.Poyer, D.Marlowe).",2,BUF,52596.0,52559,BUF,35,09:44:00,NP,NP,0,14,6,57.0,23.0,75,4.06,P,L,L,C,C,returner_tackled,Solo,BUF 21,8-0-2,BUF 21; BUF 24; BUF 59
6889,2020112901,1952,"T.Bass kicks 62 yards from BUF 35 to LAC 3. J.Reed to LAC 19 for 16 yards (J.Johnson, T.Matakevich).",2,BUF,52596.0,52559,BUF,35,02:16:00,NP,NP,0,17,6,62.0,16.0,75,4.3,D,L,L,C,C,returner_tackled,Solo,BUF 46,8-0-2,BUF 21; BUF 24
6890,2020112901,2247,M.Badgley kicks 60 yards from LAC 35 to BUF 5. A.Roberts to BUF 43 for 38 yards (S.Anderson).,3,LAC,46342.0,35527,LAC,35,15:00:00,NP,NP,0,17,6,60.0,38.0,45,3.18,D,C,C,R,R,returner_tackled,Solo,LAC 82,8-0-2,LAC 28; LAC 32
6891,2020112901,2606,T.Bass kicks 57 yards from BUF 20 to LAC 23. J.Reed to LAC 33 for 10 yards (T.Jones).,3,BUF,52596.0,52559,BUF,20,09:02:00,NP,NP,0,24,6,57.0,10.0,90,4.28,P,C,C,C,C,returner_tackled,Solo,BUF 25,8-0-2,BUF 21; BUF 24
6892,2020112901,2872,M.Badgley kicks 61 yards from LAC 35 to BUF 4. A.Roberts pushed ob at BUF 32 for 28 yards (J.Reed).,3,LAC,46342.0,35527,LAC,35,04:51:00,NP,NP,0,24,14,61.0,28.0,45,3.76,D,C,C,L,L,returner_tackled,Solo,LAC 12,8-0-2,LAC 12; LAC 28
6893,2020112901,3490,M.Badgley kicks 56 yards from LAC 35 to BUF 9. A.Roberts pushed ob at BUF 34 for 25 yards (B.Facyson).,4,LAC,46342.0,35527,LAC,35,10:16:00,NP,NP,0,24,17,56.0,25.0,75,3.9,D,C,C,C,R,returner_tackled,Solo,LAC 28,8-0-2,LAC 28; LAC 32
6894,2020112901,4102,T.Bass kicks 67 yards from BUF 35 to LAC -2. T.Pope to LAC 12 for 14 yards (T.Jones).,4,BUF,52596.0,44286,BUF,35,03:26:00,NP,NP,0,27,17,67.0,14.0,45,4.22,D,C,C,C,C,returner_tackled,Solo,BUF 25,8-0-2,BUF 21; BUF 24
6895,2020112902,42,R.Bullock kicks 58 yards from CIN 35 to NYG 7. D.Lewis to NYG 24 for 17 yards (B.Wilson).,1,CIN,38691.0,37224,CIN,35,15:00:00,NP,NP,0,0,0,58.0,17.0,75,4.01,D,C,C,C,C,returner_tackled,Solo,CIN 40,8-0-2,CIN 30; CIN 36
6896,2020112902,281,"G.Gano kicks 68 yards from NYG 35 to CIN -3. B.Wilson for 103 yards, TOUCHDOWN.",1,NYG,35102.0,45020,NYG,35,10:01:00,NP,NP,0,0,7,68.0,103.0,45,3.88,D,C,C,C,C,NYG 05,NT,NT,8-0-2,NYG 20; NYG 23
6899,2020112902,1850,G.Gano kicks 48 yards from NYG 35 to CIN 17. S.Perine to CIN 30 for 13 yards (D.Mayo; X.McKinney).,2,NYG,35102.0,44927,NYG,35,00:21:00,NP,NP,0,10,10,48.0,13.0,75,3.53,P,R,R,C,C,returner_tackled,NYG 29,NYG 55,8-0-2,NYG 20; NYG 23
6900,2020112902,1912,G.Gano kicks 50 yards from NYG 35 to CIN 15. B.Wilson to CIN 38 for 23 yards (J.Love).,3,NYG,35102.0,45020,NYG,35,15:00:00,NP,NP,0,10,10,50.0,23.0,45,3.43,P,L,L,C,L,returner_tackled,Solo,NYG 20,8-0-2,NYG 20; NYG 23
6901,2020112902,2266,G.Gano kicks 46 yards from NYG 35 to CIN 19. K.Kareem to CIN 32 for 13 yards (E.Penny; L.Ryan).,3,NYG,35102.0,52555,NYG,35,08:06:00,NP,NP,0,10,13,46.0,13.0,45,3.11,P,C,C,R,R,returner_tackled,Solo,NYG 39,8-0-2,NYG 20; NYG 23
6903,2020112902,3419,G.Gano kicks 49 yards from NYG 35 to CIN 16. B.Wilson to CIN 28 for 12 yards (C.Coughlin).,4,NYG,35102.0,45020,NYG,35,03:54:00,NP,NP,0,10,19,49.0,12.0,75,3.79,P,R,R,C,C,returner_tackled,Solo,NYG 49,8-0-2,NYG 20; NYG 23
6904,2020112902,3686,R.Bullock kicks 60 yards from CIN 35 to NYG 5. D.Lewis to NYG 13 for 8 yards (J.Evans).,4,CIN,38691.0,37224,CIN,35,02:33:00,NP,NP,0,17,19,60.0,8.0,45,4.03,D,C,C,C,C,returner_tackled,Solo,CIN 50,7-0-3,CIN 30; CIN 36
6912,2020112903,2336,"S.Gostkowski kicks 72 yards from TEN 35 to IND -7. T.Smith to IND 15 for 22 yards (S.Perry, D.Roberson).",2,TEN,30932.0,46265,TEN,35,00:20:00,NP,NP,0,14,35,72.0,22.0,45,4.1,D,R,R,C,C,returner_tackled,TEN 50,TEN 20,8-0-2,TEN 37; TEN 46
6915,2020112903,3643,R.Blankenship kicks 51 yards from IND 35 to TEN 14. C.Batson to TEN 32 for 18 yards (T.Carrie).,4,IND,52751.0,46836,IND,35,13:23:00,NP,NP,0,20,38,51.0,18.0,75,3.75,P,C,C,C,C,IND 30,Solo,IND 38,9-0-1,IND 32; IND 55
6922,2020112904,1270,C.Parkey kicks 60 yards from CLE 35 to JAX 5. N.Cottrell to JAX 23 for 18 yards (S.Carlson).,2,CLE,41688.0,52737,CLE,35,07:03:00,NP,NP,0,6,10,60.0,18.0,45,4.16,D,C,C,C,C,returner_tackled,Solo,CLE 89,8-0-1,CLE 34; CLE 35
6923,2020112904,1419,L.Cooke kicks 67 yards from JAX 35 to CLE -2. D.Johnson to CLE 16 for 18 yards (D.Middleton).,2,JAX,46316.0,47605,JAX,35,04:14:00,NP,NP,0,13,10,67.0,18.0,75,4.21,D,C,C,C,C,JAX 31; JAX 38,Solo,JAX 39,8-0-2,JAX 39; JAX 42
6927,2020112904,2484,C.Parkey kicks 61 yards from CLE 35 to JAX 4. N.Cottrell to JAX 20 for 16 yards (M.Stewart Jr.).,3,CLE,41688.0,52737,CLE,35,06:45:00,NP,NP,0,19,20,61.0,16.0,45,4.12,D,C,C,C,C,returner_tackled,Solo,CLE 36,8-0-1,CLE 34; CLE 35
6938,2020112905,4358,D.Bailey kicks 56 yards from MIN 40 to CAR 4. T.Cannon to CAR 13 for 9 yards (A.Abdullah).,4,MIN,38134.0,46273,MIN,40,00:46:00,NP,NP,0,28,27,56.0,9.0,70,0.0,Q,C,C,R,C,returner_tackled,Solo,MIN 44,8-0-2,MIN 26; MIN 30
6940,2020112906,237,Z.Gonzalez kicks 65 yards from ARI 35 to NE 0. D.Moncrief pushed ob at NE 22 for 22 yards (T.Vallejo).,1,ARI,45037.0,41319,ARI,35,12:09:00,NP,NP,0,0,7,65.0,22.0,45,3.94,D,C,C,R,R,ARI 45,Solo,ARI 51,8-0-2,ARI 31; ARI 48
